observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-06-29-raw2wtm-01,2026-06-28T19:36:01-05:00,Jul,Back,1573.00,1258.40,1573.00,1887.60
