observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-06-29-raw2wtm-01,2026-06-29T10:11:45-05:00,0,impaired,Risk-Off / Credit Stress,688779 -; A438320 -; 000009 -; 9988 -; 002423 -; 600737 -
