observation_id,timestamp,whinfell_score,transmission_state,regime_tag,key_observation
global-2026-06-28-raw2wtm-01,2026-06-28T12:58:05-05:00,100,normal,Confirmed Risk-On,BITB +; BRRR +; GBTC +; BTC +; BTCO +; OBTC +
