Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
BTJ20,2020-04-02,6400,7345,6380,6865,655,+10.55%,10302,4992
BTJ20,2020-04-03,6890,7100,6625,6800,-65.,-0.95%,4287,4907
BTJ20,2020-04-06,6820,7375,6785,7330,530,+7.79%,11232,5037
BTJ20,2020-04-07,7350,7515,7105,7330,0,0.00%,9135,5448
BTJ20,2020-04-08,7195,7475,7160,7335,5,+0.07%,3657,5009
BTJ20,2020-04-09,7335,7415,7090,7290,-45.,-0.61%,3003,4896
BTJ20,2020-04-13,7160,7160,6555,6810,-480.,-6.58%,6383,5273
BTJ20,2020-04-14,6855,7010,6785,6950,140,+2.06%,2481,5538
BTJ20,2020-04-15,6895,6950,6685,6740,-210.,-3.02%,2454,5456
BTJ20,2020-04-16,6735,7205,6465,7105,365,+5.42%,6942,5858
BTJ20,2020-04-17,7105,7235,7010,7080,-25.,-0.35%,2175,5862
BTJ20,2020-04-20,7200,7255,6765,6795,-285.,-4.03%,4734,5781
BTJ20,2020-04-21,6875,6960,6780,6890,95,+1.40%,3815,5648
BTJ20,2020-04-22,6920,7195,6830,7115,225,+3.27%,4674,5785
BTJ20,2020-04-23,7115,7805,7045,7540,425,+5.97%,13285,6128
BTK20,2020-04-24,7690,7710,7465,7595,55,+0.73%,3068,5478
BTK20,2020-04-27,7665,7905,7645,7780,185,+2.44%,3370,5891
BTK20,2020-04-28,7845,7875,7735,7780,0,0.00%,2459,6111
BTK20,2020-04-29,7800,9065,7780,8825,1045,+13.43%,11339,6852
BTK20,2020-04-30,8940,9560,8480,8930,105,+1.19%,11331,6681
BTK20,2020-05-01,8850,9150,8655,8840,-90.,-1.01%,5635,7672
BTK20,2020-05-04,8965,9060,8600,8935,95,+1.07%,4332,7601
BTK20,2020-05-05,9055,9225,8835,8985,50,+0.56%,5218,7784
BTK20,2020-05-06,9035,9515,8980,9340,355,+3.95%,7035,8706
BTK20,2020-05-07,9370,10115,9105,10010,670,+7.17%,13421,9783
BTK20,2020-05-08,10010,10220,9820,10030,20,+0.20%,7424,9490
BTK20,2020-05-11,8820,9275,8220,8795,-1235.,-12.31%,21001,9077
BTK20,2020-05-12,8680,9050,8560,8870,75,+0.85%,7859,9939
BTK20,2020-05-13,8845,9445,8820,9270,400,+4.51%,5941,10698
BTK20,2020-05-14,9400,10075,9355,9725,455,+4.91%,9828,10789
BTK20,2020-05-15,9855,9930,9170,9395,-330.,-3.39%,8825,10367
BTK20,2020-05-18,9795,10035,9515,9745,350,+3.73%,8946,10628
BTK20,2020-05-19,9745,9955,9505,9680,-65.,-0.67%,7837,10878
BTK20,2020-05-20,9755,9895,9330,9570,-110.,-1.14%,7382,10761
BTK20,2020-05-21,9585,9610,8815,9075,-495.,-5.17%,10514,9592
BTK20,2020-05-22,9185,9285,8945,9175,100,+1.10%,5236,9175
BTK20,2020-05-26,9050,9065,8630,8785,-390.,-4.25%,11348,8722
BTK20,2020-05-27,8850,9265,8810,9170,385,+4.38%,8549,9019
BTM20,2020-05-28,9145,9645,9130,9560,390,+4.25%,10373,8921
BTM20,2020-05-29,9535,9725,9400,9470,-90.,-0.94%,4145,8419
BTM20,2020-06-01,9530,9775,9465,9650,180,+1.90%,4005,8764
BTM20,2020-06-02,9745,10565,9335,9580,-70.,-0.73%,16101,8824
BTM20,2020-06-03,9580,9730,9465,9655,75,+0.78%,3465,8869
BTM20,2020-06-04,9665,9985,9535,9895,240,+2.49%,4652,9205
BTM20,2020-06-05,9865,9950,9675,9800,-95.,-0.96%,4768,9403
BTM20,2020-06-08,9810,9900,9720,9780,-20.,-0.20%,4137,9573
BTM20,2020-06-09,9630,9985,9620,9805,25,+0.26%,4697,9565
BTM20,2020-06-10,9905,10130,9720,9935,130,+1.33%,7694,10174
BTM20,2020-06-11,9945,10060,9090,9300,-635.,-6.39%,12060,8873
BTM20,2020-06-12,9380,9610,9265,9465,165,+1.77%,4306,8741
BTM20,2020-06-15,9370,9525,8930,9440,-25.,-0.26%,7090,8745
BTM20,2020-06-16,9475,9630,9415,9530,90,+0.95%,3765,8784
BTM20,2020-06-17,9540,9600,9255,9325,-205.,-2.15%,3579,8312
BTM20,2020-06-18,9425,9515,9320,9410,85,+0.91%,2345,8346
BTM20,2020-06-19,9385,9465,9245,9315,-95.,-1.01%,3959,8463
BTM20,2020-06-22,9350,9700,9280,9585,270,+2.90%,7300,9345
BTM20,2020-06-23,9725,9755,9600,9660,75,+0.78%,6043,9330
BTM20,2020-06-24,9665,9685,9180,9285,-375.,-3.88%,11601,8187
BTN20,2020-06-25,9345,9395,9075,9340,55,+0.59%,7808,7802
BTN20,2020-06-26,9440,9440,9070,9220,-120.,-1.28%,4824,7374
BTN20,2020-06-29,9175,9240,9050,9200,-20.,-0.22%,3054,7527
BTN20,2020-06-30,9255,9295,9100,9185,-15.,-0.16%,3161,7675
BTN20,2020-07-01,9200,9390,9140,9325,140,+1.52%,5500,8277
BTN20,2020-07-02,9280,9335,8950,9060,-265.,-2.84%,7137,8004
BTN20,2020-07-06,9100,9435,9060,9355,295,+3.26%,7422,8271
BTN20,2020-07-07,9350,9455,9250,9290,-65.,-0.69%,3178,8165
BTN20,2020-07-08,9310,9570,9285,9510,220,+2.37%,5807,9041
BTN20,2020-07-09,9505,9545,9190,9255,-255.,-2.68%,6353,8310
BTN20,2020-07-10,9275,9285,9145,9275,20,+0.22%,2415,8067
BTN20,2020-07-13,9290,9410,9240,9270,-5.,-0.05%,3209,8283
BTN20,2020-07-14,9275,9320,9135,9310,40,+0.43%,3266,8322
BTN20,2020-07-15,9295,9320,9165,9190,-120.,-1.29%,2706,8314
BTN20,2020-07-16,9240,9265,9040,9145,-45.,-0.49%,3770,8071
BTN20,2020-07-17,9130,9220,9095,9195,50,+0.55%,1895,7946
BTN20,2020-07-20,9200,9280,9155,9190,-5.,-0.05%,3090,8123
BTN20,2020-07-21,9205,9480,9175,9395,205,+2.23%,6558,9230
BTN20,2020-07-22,9415,9435,9295,9425,30,+0.32%,3778,9472
BTN20,2020-07-23,9425,9735,9425,9650,225,+2.39%,8067,10217
BTN20,2020-07-24,9665,9665,9505,9615,-35.,-0.36%,4061,10179
BTN20,2020-07-27,9925,11055,9925,10895,1280,+13.31%,25493,13104
BTN20,2020-07-28,11080,11540,10635,11035,140,+1.28%,20939,13068
BTN20,2020-07-29,11060,11350,10885,11240,205,+1.86%,13188,13040
BTQ20,2020-07-30,11525,11580,11025,11370,130,+1.16%,11794,13306
BTQ20,2020-07-31,11330,11775,11205,11610,240,+2.11%,11291,13017
BTQ20,2020-08-03,11350,11720,11180,11620,10,+0.09%,6308,13113
BTQ20,2020-08-04,11560,11605,11125,11370,-250.,-2.15%,7783,12703
BTQ20,2020-08-05,11385,11975,11190,11850,480,+4.22%,13013,13907
BTQ20,2020-08-06,11930,12090,11705,12040,190,+1.60%,5979,14081
BTQ20,2020-08-07,11990,12085,11395,11575,-465.,-3.86%,11473,13064
BTQ20,2020-08-10,11800,12220,11645,12015,440,+3.80%,11098,14139
BTQ20,2020-08-11,12005,12090,11190,11435,-580.,-4.83%,12114,13090
BTQ20,2020-08-12,11340,11745,11220,11665,230,+2.01%,6975,13630
BTQ20,2020-08-13,11600,11760,11340,11590,-75.,-0.64%,6003,13564
BTQ20,2020-08-14,11765,12000,11740,11935,345,+2.98%,11353,14671
BTQ20,2020-08-17,11950,12635,11905,12485,550,+4.61%,10179,15406
BTQ20,2020-08-18,12470,12555,11850,12035,-450.,-3.60%,12314,14454
BTQ20,2020-08-19,12100,12150,11580,11690,-345.,-2.87%,11715,13180
BTQ20,2020-08-20,11740,11950,11710,11895,205,+1.75%,5730,13306
BTQ20,2020-08-21,12125,12125,11600,11695,-200.,-1.68%,11384,12483
BTQ20,2020-08-24,11695,11865,11595,11770,75,+0.64%,9700,12425
BTQ20,2020-08-25,11765,11810,11115,11310,-460.,-3.91%,16250,11615
BTQ20,2020-08-26,11300,11570,11255,11480,170,+1.50%,10169,11042
BTU20,2020-08-27,11620,11740,11205,11340,-140.,-1.22%,14200,10604
BTU20,2020-08-28,11420,11700,11360,11630,290,+2.56%,8472,9827
BTU20,2020-08-31,11735,11915,11705,11835,205,+1.76%,5315,10077
BTU20,2020-09-01,11755,12200,11625,12075,240,+2.03%,9575,10617
BTU20,2020-09-02,12135,12175,11165,11460,-615.,-5.09%,18355,9453
BTU20,2020-09-03,11440,11530,10460,10720,-740.,-6.46%,17046,8623
BTU20,2020-09-04,10780,10785,9905,10620,-100.,-0.93%,17135,8464
BTU20,2020-09-08,10425,10485,9890,10015,-605.,-5.70%,16197,8198
BTU20,2020-09-09,10060,10385,9850,10320,305,+3.05%,5647,8183
BTU20,2020-09-10,10285,10565,10215,10315,-5.,-0.05%,8941,9418
BTU20,2020-09-11,10370,10420,10215,10340,25,+0.24%,5450,8867
BTU20,2020-09-14,10315,10805,10270,10705,365,+3.53%,7279,9573
BTU20,2020-09-15,10750,10975,10645,10815,110,+1.03%,4859,9383
BTU20,2020-09-16,10890,11150,10690,11015,200,+1.85%,7890,9557
BTU20,2020-09-17,11045,11075,10755,10950,-65.,-0.59%,8172,9148
BTU20,2020-09-18,10975,11075,10815,10880,-70.,-0.64%,4937,9140
BTU20,2020-09-21,10885,11005,10265,10485,-395.,-3.63%,15120,8726
BTU20,2020-09-22,10485,10525,10350,10495,10,+0.10%,5518,8426
BTU20,2020-09-23,10545,10550,10130,10280,-215.,-2.05%,11612,8108
BTU20,2020-09-24,10240,10750,10190,10670,390,+3.79%,13989,8174
BTV20,2020-09-25,10730,10895,10605,10825,155,+1.45%,6982,7320
