Symbol,Time,Open,High,Low,Latest,Change,%Change,Volume,"Open Int"
SAX25,2025-10-27,203.5,209.55,202.55,204.6,7,+3.54%,15698,19830
SAX25,2025-10-28,203.85,208.25,196.3,199.55,-5.05,-2.47%,17413,21183
SAX25,2025-10-29,197.75,205.95,193.65,196.8,-2.75,-1.38%,17434,22976
SAX25,2025-10-30,200.2,202.6,181.95,182.4,-14.4,-7.32%,8148,21409
SAX25,2025-10-31,186.05,193.9,185.85,192.3,9.9,+5.43%,3426,17727
SAX25,2025-11-03,188.8,192.6,166.2,167.3,-25.,-13.00%,6618,16369
SAX25,2025-11-04,167.45,171.3,148.75,155.95,-11.35,-6.78%,6564,16049
SAX25,2025-11-05,157.35,166.95,150.15,165.45,9.5,+6.09%,5668,17324
SAX25,2025-11-06,165.8,166.1,156.75,157.8,-7.65,-4.62%,2907,16545
SAX25,2025-11-07,158.15,167.45,152.5,166.35,8.55,+5.42%,3444,17102
SAX25,2025-11-10,168.3,173.2,166.35,170.7,4.35,+2.61%,2178,17633
SAX25,2025-11-11,170.7,174.65,158.35,159.05,-11.65,-6.82%,4374,16140
SAX25,2025-11-12,159.15,164,153.75,156.2,-2.85,-1.79%,4426,16396
SAX25,2025-11-13,156.15,159.65,143.25,144.85,-11.35,-7.27%,6289,14921
SAX25,2025-11-14,146.6,148.4,138.05,141.85,-3.,-2.07%,4630,15191
SAX25,2025-11-17,139.6,145.4,131,132.5,-9.35,-6.59%,7863,14257
SAX25,2025-11-18,133.55,144.55,131.05,143.8,11.3,+8.53%,7282,15847
SAX25,2025-11-19,143.95,145.1,132.75,135.25,-8.55,-5.95%,11403,15346
SAX25,2025-11-20,137.95,146.9,133.3,135.8,0.55,+0.41%,13536,15413
SAX25,2025-11-21,137.9,138.5,110.25,129.1,-6.7,-4.93%,14074,15646
SAZ25,2025-11-24,134.4,141.6,130.5,141.05,11.95,+9.26%,17726,17086
SAZ25,2025-11-25,141.2,141.3,135,139.65,-1.4,-0.99%,14239,16700
SAZ25,2025-11-26,141.2,147,137.3,145,5.35,+3.83%,8752,16998
SAZ25,2025-11-28,145.45,146.15,137.6,138.85,-6.15,-4.24%,2876,14288
SAZ25,2025-12-01,139.25,139.3,124.85,126.15,-12.7,-9.15%,4994,13825
SAZ25,2025-12-02,128.35,142.8,127.7,140.55,14.4,+11.41%,7786,15210
SAZ25,2025-12-03,141.4,148.15,139.45,143.55,3,+2.13%,2628,14997
SAZ25,2025-12-04,146.6,148.95,139.7,142.2,-1.35,-0.94%,2310,14815
SAZ25,2025-12-05,141.15,142.55,132.5,134.4,-7.8,-5.49%,2917,14533
SAZ25,2025-12-08,132.5,141.2,132.1,135.65,1.25,+0.93%,4493,14500
SAZ25,2025-12-09,135.15,146.8,133.25,141.65,6,+4.42%,4712,15161
SAZ25,2025-12-10,140.4,144.25,137.3,139.95,-1.7,-1.20%,4517,14772
SAZ25,2025-12-11,139.05,139.75,130.6,137.85,-2.1,-1.50%,4571,15054
SAZ25,2025-12-12,138,141.8,131.75,133.1,-4.75,-3.45%,4271,15007
