"Date","BTCUSD Return","BTCUSD Close","MBB Return","MBB Close","MBB Adj. Close","MUB Return","MUB Close","MUB Adj. Close","AGG Return","AGG Close","AGG Adj. Close","US10Y Return","US10Y Close","US10YT Return","US10YT Close","US5Y Return","US5Y Close","US30Y Return","US30Y Close","US2Y Return","US2Y Close"
08-27-2023,-0.1418,26082.85,,,,,,,,,,,,,,,,,,,
08-28-2023,-0.1452,25979.77,-0.0153,91.11,81.27,-0.0084,105.16,96.67,-0.0115,96.08,86.35,0.0929,0.04212,0.1580,0.01906,0.0644,0.04410,0.0964,0.04289,0.0353,0.05050
08-29-2023,-0.0916,27610.00,-0.0078,91.80,81.88,-0.0066,105.36,96.86,-0.0052,96.70,86.91,0.0695,0.04122,0.1173,0.01839,0.0323,0.04277,0.0831,0.04237,0.0025,0.04890
08-30-2023,-0.1034,27250.48,-0.0084,91.74,81.83,-0.0067,105.34,96.84,-0.0056,96.66,86.87,0.0685,0.04118,0.1258,0.01853,0.0314,0.04273,0.0808,0.04228,0.0012,0.04884
08-31-2023,-0.1442,26012.33,-0.0067,91.90,81.97,-0.0056,105.46,96.95,-0.0041,96.80,87.00,0.0615,0.04091,0.1385,0.01874,0.0239,0.04242,0.0746,0.04204,-0.0039,0.04859
09-01-2023,-0.1527,25753.29,-0.0120,91.15,81.54,-0.0067,105.11,96.84,-0.0093,96.04,86.55,0.0828,0.04173,0.1701,0.01926,0.0357,0.04291,0.0953,0.04285,-0.0021,0.04868
09-02-2023,-0.1495,25848.53,,,,,,,,,,,,,,,,,,,
09-03-2023,-0.1431,26045.16,,,,,,,,,,,,,,,,,,,
09-04-2023,-0.1502,25827.31,,,,,,,,,,0.0914,0.04206,0.1713,0.01928,0.0441,0.04326,0.1034,0.04316,0.0061,0.04908
09-05-2023,-0.1543,25703.41,-0.0192,90.48,80.94,-0.0093,104.84,96.59,-0.0147,95.52,86.08,0.1074,0.04268,0.1956,0.01968,0.0582,0.04384,0.1186,0.04376,0.0180,0.04966
09-06-2023,-0.1556,25664.73,-0.0204,90.37,80.84,-0.0078,104.99,96.73,-0.0156,95.43,86.00,0.1131,0.04290,0.2108,0.01993,0.0712,0.04438,0.1143,0.04359,0.0301,0.05025
09-07-2023,-0.1445,26003.00,-0.0171,90.68,81.11,-0.0097,104.79,96.55,-0.0125,95.73,86.27,0.1059,0.04262,0.1780,0.01939,0.0577,0.04382,0.1127,0.04353,0.0158,0.04955
09-08-2023,-0.1477,25905.37,-0.0161,90.77,81.20,-0.0085,104.92,96.67,-0.0120,95.78,86.31,0.1043,0.04256,0.1695,0.01925,0.0611,0.04396,0.1074,0.04332,0.0217,0.04984
09-09-2023,-0.1490,25866.10,,,,,,,,,,,,,,,,,,,
09-10-2023,-0.1506,25817.63,,,,,,,,,,,,,,,,,,,
09-11-2023,-0.1746,25086.56,-0.0171,90.68,81.11,-0.0085,104.92,96.67,-0.0131,95.67,86.21,0.1126,0.04288,0.1871,0.01954,0.0654,0.04414,0.1189,0.04377,0.0240,0.04995
09-12-2023,-0.1422,26072.95,-0.0163,90.75,81.18,-0.0083,104.94,96.68,-0.0128,95.70,86.24,0.1064,0.04264,0.1804,0.01943,0.0644,0.04410,0.1109,0.04346,0.0260,0.05005
09-13-2023,-0.1372,26223.31,-0.0130,91.06,81.45,-0.0078,104.99,96.73,-0.0114,95.84,86.37,0.1022,0.04248,0.1713,0.01928,0.0599,0.04391,0.1086,0.04337,0.0217,0.04984
09-14-2023,-0.1256,26576.20,-0.0148,90.89,81.30,-0.0099,104.77,96.53,-0.0127,95.71,86.25,0.1131,0.04290,0.1829,0.01947,0.0666,0.04419,0.1209,0.04385,0.0279,0.05014
09-15-2023,-0.1307,26420.11,-0.0175,90.64,81.08,-0.0105,104.71,96.47,-0.0150,95.49,86.05,0.1214,0.04322,0.2096,0.01991,0.0748,0.04453,0.1276,0.04411,0.0318,0.05033
09-16-2023,-0.1270,26533.23,,,,,,,,,,,,,,,,,,,
09-17-2023,-0.1292,26468.00,,,,,,,,,,,,,,,,,,,
09-18-2023,-0.1191,26772.57,-0.0163,90.75,81.18,-0.0094,104.82,96.57,-0.0135,95.63,86.18,0.1164,0.04303,0.1804,0.01943,0.0770,0.04462,0.1237,0.04396,0.0381,0.05064
09-19-2023,-0.1053,27193.06,-0.0195,90.46,80.92,-0.0112,104.63,96.40,-0.0164,95.35,85.93,0.1331,0.04367,0.2114,0.01994,0.0915,0.04522,0.1319,0.04428,0.0474,0.05109
09-20-2023,-0.1084,27099.00,-0.0205,90.36,80.83,-0.0119,104.56,96.33,-0.0169,95.30,85.88,0.1279,0.04347,0.2430,0.02046,0.0893,0.04513,0.1247,0.04400,0.0496,0.05120
09-21-2023,-0.1247,26603.08,-0.0292,89.56,80.11,-0.0182,103.89,95.72,-0.0236,94.65,85.29,0.1624,0.04480,0.2886,0.02121,0.1142,0.04616,0.1636,0.04552,0.0554,0.05148
09-22-2023,-0.1269,26537.82,-0.0237,90.07,80.57,-0.0176,103.96,95.78,-0.0195,95.05,85.66,0.1520,0.04440,0.2552,0.02066,0.1033,0.04571,0.1559,0.04522,0.0502,0.05123
09-23-2023,-0.1251,26590.67,,,,,,,,,,,,,,,,,,,
09-24-2023,-0.1279,26504.92,,,,,,,,,,,,,,,,,,,
09-25-2023,-0.1351,26287.05,-0.0339,89.13,79.73,-0.0248,103.20,95.08,-0.0272,94.30,84.98,0.1785,0.04542,0.3208,0.02174,0.1151,0.04620,0.1910,0.04659,0.0519,0.05131
09-26-2023,-0.1383,26189.00,-0.0349,89.04,79.65,-0.0258,103.09,94.98,-0.0285,94.18,84.87,0.1827,0.04558,0.3591,0.02237,0.1163,0.04625,0.2004,0.04696,0.0519,0.05131
09-27-2023,-0.1367,26239.32,-0.0406,88.51,79.17,-0.0283,102.82,94.73,-0.0319,93.85,84.57,0.2003,0.04626,0.3755,0.02264,0.1347,0.04701,0.2099,0.04733,0.0539,0.05141
09-28-2023,-0.1087,27088.52,-0.0349,89.04,79.65,-0.0306,102.58,94.51,-0.0290,94.13,84.83,0.1928,0.04597,0.3402,0.02206,0.1207,0.04643,0.2088,0.04729,0.0396,0.05071
09-29-2023,-0.1147,26906.79,-0.0375,88.80,79.43,-0.0310,102.54,94.47,-0.0299,94.04,84.75,0.1860,0.04571,0.3639,0.02245,0.1113,0.04604,0.2037,0.04709,0.0344,0.05046
09-30-2023,-0.1093,27071.08,,,,,,,,,,,,,,,,,,,
10-01-2023,-0.1079,27113.97,,,,,,,,,,,,,,,,,,,
10-02-2023,-0.0841,27838.49,-0.0473,87.60,78.62,-0.0344,101.94,94.14,-0.0367,93.13,84.16,0.2151,0.04683,0.4204,0.02338,0.1385,0.04717,0.2260,0.04796,0.0480,0.05112
10-03-2023,-0.0985,27399.29,-0.0580,86.62,77.74,-0.0381,101.55,93.78,-0.0442,92.40,83.50,0.2460,0.04802,0.4818,0.02439,0.1593,0.04803,0.2620,0.04937,0.0554,0.05148
10-04-2023,-0.0903,27650.04,-0.0494,87.41,78.45,-0.0352,101.85,94.06,-0.0375,93.05,84.08,0.2286,0.04735,0.4599,0.02403,0.1395,0.04721,0.2469,0.04878,0.0353,0.05050
10-05-2023,-0.0959,27477.79,-0.0461,87.71,78.72,-0.0340,101.98,94.18,-0.0369,93.11,84.14,0.2237,0.04716,0.4696,0.02419,0.1303,0.04683,0.2492,0.04887,0.0301,0.05025
10-06-2023,-0.0789,27996.40,-0.0504,87.32,78.37,-0.0380,101.56,93.79,-0.0406,92.75,83.81,0.2408,0.04782,0.5061,0.02479,0.1460,0.04748,0.2633,0.04942,0.0412,0.05079
10-07-2023,-0.0809,27933.40,,,,,,,,,,,,,,,,,,,
10-08-2023,-0.0812,27926.74,,,,,,,,,,,,,,,,,,,
10-09-2023,-0.0926,27577.83,-0.0397,88.30,79.24,-0.0318,102.21,94.39,-0.0307,93.71,84.68,,,,,,,,,,
10-10-2023,-0.0983,27405.94,-0.0401,88.27,79.22,-0.0294,102.47,94.63,-0.0316,93.62,84.60,0.2078,0.04655,0.4192,0.02336,0.1149,0.04619,0.2342,0.04828,0.0217,0.04984
10-11-2023,-0.1212,26710.38,-0.0369,88.56,79.48,-0.0247,102.96,95.08,-0.0272,94.05,84.99,0.1928,0.04597,0.3657,0.02248,0.1115,0.04605,0.2109,0.04737,0.0260,0.05005
10-12-2023,-0.1202,26739.50,-0.0472,87.61,78.63,-0.0294,102.47,94.63,-0.0355,93.24,84.25,0.2224,0.04711,0.4307,0.02355,0.1347,0.04701,0.2451,0.04871,0.0396,0.05071
10-13-2023,-0.1124,26976.87,-0.0435,87.95,78.93,-0.0277,102.65,94.80,-0.0314,93.64,84.62,0.2011,0.04629,0.3858,0.02281,0.1209,0.04644,0.2216,0.04779,0.0361,0.05054
10-14-2023,-0.1166,26850.00,,,,,,,,,,,,,,,,,,,
10-15-2023,-0.1049,27206.77,,,,,,,,,,,,,,,,,,,
10-16-2023,-0.0650,28417.03,-0.0493,87.42,78.46,-0.0315,102.25,94.43,-0.0368,93.12,84.15,0.2221,0.04710,0.4070,0.02316,0.1385,0.04717,0.2439,0.04866,0.0451,0.05098
10-17-2023,-0.0638,28455.63,-0.0567,86.74,77.84,-0.0362,101.75,93.97,-0.0437,92.45,83.54,0.2577,0.04847,0.4733,0.02425,0.1764,0.04874,0.2656,0.04951,0.0689,0.05214
10-18-2023,-0.0702,28259.58,-0.0628,86.18,77.34,-0.0380,101.56,93.79,-0.0482,92.02,83.15,0.2719,0.04902,0.5055,0.02478,0.1888,0.04925,0.2766,0.04994,0.0697,0.05218
10-19-2023,-0.0548,28728.06,-0.0667,85.82,77.02,-0.0423,101.10,93.37,-0.0518,91.67,82.84,0.2942,0.04988,0.5213,0.02504,0.1974,0.04961,0.3042,0.05102,0.0601,0.05171
10-20-2023,-0.0260,29603.63,-0.0641,86.06,77.23,-0.0397,101.38,93.62,-0.0484,92.00,83.13,0.2776,0.04924,0.4921,0.02456,0.1735,0.04862,0.3004,0.05087,0.0422,0.05084
10-21-2023,-0.0118,30034.36,,,,,,,,,,,,,,,,,,,
10-22-2023,-0.0174,29863.57,,,,,,,,,,,,,,,,,,,
10-23-2023,0.0377,31540.51,-0.0622,86.23,77.39,-0.0402,101.33,93.58,-0.0446,92.36,83.46,0.2553,0.04838,0.4836,0.02442,0.1569,0.04793,0.2753,0.04989,0.0377,0.05062
10-24-2023,0.1071,33648.65,-0.0568,86.73,77.84,-0.0394,101.41,93.65,-0.0412,92.69,83.76,0.2558,0.04840,0.4739,0.02426,0.1644,0.04824,0.2687,0.04963,0.0465,0.05105
10-25-2023,0.1411,34682.40,-0.0656,85.92,77.11,-0.0436,100.97,93.25,-0.0484,92.00,83.13,0.2852,0.04953,0.5352,0.02527,0.1846,0.04908,0.3016,0.05092,0.0498,0.05121
10-26-2023,0.1249,34191.21,-0.0567,86.74,77.84,-0.0401,101.34,93.59,-0.0419,92.62,83.69,0.2571,0.04845,0.4745,0.02427,0.1579,0.04797,0.2751,0.04988,0.0330,0.05039
10-27-2023,0.1133,33837.24,-0.0565,86.76,77.86,-0.0412,101.22,93.48,-0.0423,92.59,83.67,0.2571,0.04845,0.4714,0.02422,0.1513,0.04770,0.2840,0.05023,0.0275,0.05012
10-28-2023,0.1231,34133.69,,,,,,,,,,,,,,,,,,,
10-29-2023,0.1380,34589.46,,,,,,,,,,,,,,,,,,,
10-30-2023,0.1330,34436.95,-0.0597,86.46,77.59,-0.0435,100.98,93.26,-0.0445,92.37,83.47,0.2654,0.04877,0.4909,0.02454,0.1595,0.04804,0.2871,0.05035,0.0330,0.05039
10-31-2023,0.1400,34649.73,-0.0580,86.62,77.74,-0.0431,101.02,93.29,-0.0452,92.31,83.41,0.2649,0.04875,0.5267,0.02513,0.1629,0.04818,0.2843,0.05024,0.0396,0.05071
11-01-2023,0.1667,35461.10,-0.0459,87.46,78.74,-0.0390,101.20,93.69,-0.0346,93.05,84.34,0.2431,0.04791,0.4089,0.02319,0.1352,0.04703,0.2715,0.04974,0.0191,0.04971
11-02-2023,0.1487,34914.33,-0.0407,87.93,79.16,-0.0308,102.06,94.49,-0.0288,93.61,84.84,0.2115,0.04669,0.3821,0.02275,0.1190,0.04636,0.2324,0.04821,0.0199,0.04975
11-03-2023,0.1390,34617.62,-0.0300,88.91,80.04,-0.0242,102.76,95.14,-0.0229,94.18,85.36,0.1827,0.04558,0.3269,0.02184,0.0833,0.04488,0.2147,0.04752,-0.0094,0.04832
11-04-2023,0.1443,34779.32,,,,,,,,,,,,,,,,,,,
11-05-2023,0.1411,34682.18,,,,,,,,,,,,,,,,,,,
11-06-2023,0.1526,35032.83,-0.0363,88.34,79.53,-0.0263,102.54,94.93,-0.0278,93.71,84.93,0.2097,0.04662,0.3578,0.02235,0.1125,0.04609,0.2349,0.04831,0.0129,0.04941
11-07-2023,0.1681,35504.28,-0.0298,88.93,80.06,-0.0199,103.21,95.55,-0.0226,94.21,85.39,0.1860,0.04571,0.3250,0.02181,0.0953,0.04538,0.2104,0.04735,0.0082,0.04918
11-08-2023,0.1711,35595.00,-0.0269,89.20,80.31,-0.0154,103.68,95.99,-0.0192,94.53,85.68,0.1736,0.04523,0.2983,0.02137,0.0915,0.04522,0.1902,0.04656,0.0119,0.04936
11-09-2023,0.2021,36537.62,-0.0363,88.34,79.53,-0.0196,103.24,95.58,-0.0274,93.74,84.96,0.2013,0.04630,0.3900,0.02288,0.1200,0.04640,0.2211,0.04777,0.0295,0.05022
11-10-2023,0.2269,37289.71,-0.0335,88.59,79.76,-0.0163,103.59,95.90,-0.0252,93.96,85.16,0.2008,0.04628,0.3955,0.02297,0.1262,0.04666,0.2099,0.04733,0.0377,0.05062
11-11-2023,0.2170,36989.09,,,,,,,,,,,,,,,,,,,
11-12-2023,0.2230,37172.32,,,,,,,,,,,,,,,,,,,
11-13-2023,0.2004,36485.33,-0.0342,88.53,79.70,-0.0151,103.72,96.03,-0.0253,93.95,85.15,0.2019,0.04632,0.4113,0.02323,0.1253,0.04662,0.2129,0.04745,0.0334,0.05041
11-14-2023,0.1708,35584.48,-0.0197,89.86,80.90,-0.0068,104.59,96.83,-0.0130,95.13,86.22,0.1523,0.04441,0.3226,0.02177,0.0671,0.04421,0.1812,0.04621,-0.0125,0.04817
11-15-2023,0.2387,37650.04,-0.0270,89.19,80.30,-0.0090,104.36,96.62,-0.0191,94.54,85.69,0.1772,0.04537,0.3603,0.02239,0.0924,0.04526,0.1994,0.04692,0.0078,0.04916
11-16-2023,0.1832,35961.87,-0.0208,89.76,80.81,-0.0054,104.74,96.97,-0.0138,95.06,86.16,0.1533,0.04445,0.3153,0.02165,0.0685,0.04427,0.1815,0.04622,-0.0074,0.04842
11-17-2023,0.1981,36414.19,-0.0176,90.05,81.07,-0.0047,104.81,97.03,-0.0118,95.25,86.33,0.1523,0.04441,0.3171,0.02168,0.0753,0.04455,0.1751,0.04597,0.0059,0.04907
11-18-2023,0.2030,36562.35,,,,,,,,,,,,,,,,,,,
11-19-2023,0.2175,37004.45,,,,,,,,,,,,,,,,,,,
11-20-2023,0.2318,37439.19,-0.0174,90.07,81.09,-0.0012,105.18,97.38,-0.0102,95.40,86.47,0.1474,0.04422,0.2928,0.02128,0.0719,0.04441,0.1695,0.04575,0.0068,0.04911
11-21-2023,0.2126,36855.16,-0.0151,90.28,81.28,0.0009,105.40,97.58,-0.0092,95.50,86.56,0.1463,0.04418,0.3086,0.02154,0.0666,0.04419,0.1708,0.04580,0.0010,0.04883
11-22-2023,0.2381,37631.48,-0.0154,90.25,81.25,0.0029,105.61,97.78,-0.0083,95.59,86.64,0.1458,0.04416,0.3062,0.02150,0.0717,0.04440,0.1626,0.04548,0.0066,0.04910
11-23-2023,0.2257,37254.69,,,,,,,,,,,,,,0.0793,0.04472,0.1694,0.04575,0.0101,0.04927
11-24-2023,0.2458,37864.47,-0.0226,89.59,80.66,0.0007,105.38,97.56,-0.0128,95.15,86.24,0.1635,0.04484,0.3451,0.02214,0.0869,0.04503,0.1802,0.04617,0.0166,0.04959
11-25-2023,0.2445,37824.00,,,,,,,,,,,,,,,,,,,
11-26-2023,0.2380,37628.45,,,,,,,,,,,,,,,,,,,
11-27-2023,0.2184,37033.10,-0.0154,90.25,81.25,0.0038,105.71,97.87,-0.0072,95.69,86.73,0.1386,0.04388,0.3250,0.02181,0.0649,0.04412,0.1587,0.04533,0.0033,0.04894
11-28-2023,0.2490,37961.12,-0.0105,90.70,81.66,0.0065,105.99,98.13,-0.0029,96.11,87.11,0.1251,0.04336,0.2801,0.02107,0.0345,0.04286,0.1564,0.04524,-0.0291,0.04736
11-29-2023,0.2418,37741.85,-0.0059,91.12,82.03,0.0128,106.65,98.74,0.0020,96.58,87.54,0.1082,0.04271,0.2485,0.02055,0.0183,0.04219,0.1378,0.04451,-0.0472,0.04648
11-30-2023,0.2419,37747.46,-0.0089,90.85,81.79,0.0115,106.52,98.62,-0.0013,96.26,87.25,0.1287,0.04350,0.2734,0.02096,0.0374,0.04298,0.1531,0.04511,-0.0334,0.04715
12-01-2023,0.2764,38794.51,0.0010,91.47,82.60,0.0171,106.86,99.17,0.0075,96.83,88.01,0.0960,0.04224,0.2126,0.01996,0.0027,0.04154,0.1291,0.04417,-0.0638,0.04567
12-02-2023,0.3021,39576.16,,,,,,,,,,,,,,,,,,,
12-03-2023,0.3076,39742.00,,,,,,,,,,,,,,,,,,,
12-04-2023,0.3831,42036.99,-0.0033,91.08,82.25,0.0156,106.70,99.02,0.0036,96.46,87.68,0.1121,0.04286,0.2509,0.02059,0.0229,0.04238,0.1342,0.04437,-0.0451,0.04658
12-05-2023,0.4444,43901.80,0.0020,91.56,82.69,0.0186,107.01,99.31,0.0103,97.10,88.26,0.0823,0.04171,0.2041,0.01982,-0.0012,0.04138,0.1007,0.04306,-0.0617,0.04577
12-06-2023,0.4420,43828.30,0.0047,91.81,82.91,0.0203,107.19,99.47,0.0129,97.35,88.48,0.0693,0.04121,0.1944,0.01966,-0.0048,0.04123,0.0798,0.04224,-0.0564,0.04603
12-07-2023,0.4274,43385.28,0.0063,91.96,83.05,0.0202,107.18,99.46,0.0132,97.38,88.51,0.0714,0.04129,0.2132,0.01997,-0.0075,0.04112,0.0854,0.04246,-0.0611,0.04580
12-08-2023,0.4660,44558.66,0.0022,91.58,82.70,0.0195,107.11,99.40,0.0081,96.89,88.07,0.1015,0.04245,0.2236,0.02014,0.0270,0.04255,0.1058,0.04326,-0.0310,0.04727
12-09-2023,0.4472,43985.12,,,,,,,,,,,,,,,,,,,
12-10-2023,0.4412,43803.16,,,,,,,,,,,,,,,,,,,
12-11-2023,0.3547,41174.00,0.0026,91.62,82.74,0.0188,107.03,99.32,0.0082,96.90,88.08,0.0999,0.04239,0.2388,0.02039,0.0261,0.04251,0.1069,0.04330,-0.0310,0.04727
12-12-2023,0.3519,41088.09,0.0044,91.78,82.88,0.0197,107.13,99.42,0.0112,97.19,88.34,0.0913,0.04206,0.2467,0.02052,0.0203,0.04227,0.1002,0.04304,-0.0301,0.04731
12-13-2023,0.4147,42998.44,0.0194,93.15,84.12,0.0257,107.76,100.00,0.0239,98.41,89.45,0.0464,0.04033,0.1221,0.01847,-0.0338,0.04003,0.0695,0.04184,-0.0814,0.04481
12-14-2023,0.4145,42993.00,0.0278,93.64,84.82,0.0308,108.04,100.50,0.0322,98.92,90.17,0.0197,0.03930,0.0310,0.01697,-0.0562,0.03910,0.0363,0.04054,-0.0982,0.04399
12-15-2023,0.3900,42248.39,0.0245,93.34,84.54,0.0310,108.06,100.52,0.0298,98.69,89.96,0.0192,0.03928,0.0340,0.01702,-0.0514,0.03930,0.0294,0.04027,-0.0867,0.04455
12-16-2023,0.3909,42275.00,,,,,,,,,,,,,,,,,,,
12-17-2023,0.3779,41880.04,,,,,,,,,,,,,,,,,,,
12-18-2023,0.4021,42615.90,0.0207,93.00,84.24,0.0298,107.93,100.40,0.0277,98.49,89.78,0.0265,0.03956,0.0504,0.01729,-0.0466,0.03950,0.0401,0.04069,-0.0863,0.04457
12-19-2023,0.3983,42498.66,0.0231,93.22,84.43,0.0308,108.04,100.50,0.0289,98.61,89.89,0.0176,0.03922,0.0547,0.01736,-0.0507,0.03933,0.0317,0.04036,-0.0904,0.04437
12-20-2023,0.4298,43455.91,0.0279,93.65,84.82,0.0323,108.20,100.65,0.0327,98.97,90.22,0.0060,0.03877,0.0085,0.01660,-0.0654,0.03872,0.0238,0.04005,-0.1043,0.04369
12-21-2023,0.4478,44004.00,0.0288,93.73,84.90,0.0323,108.20,100.65,0.0326,98.96,90.21,0.0104,0.03894,0.0310,0.01697,-0.0630,0.03882,0.0314,0.04035,-0.1084,0.04349
12-22-2023,0.4391,43740.22,0.0276,93.62,84.80,0.0332,108.29,100.73,0.0312,98.83,90.09,0.0140,0.03908,0.0377,0.01708,-0.0615,0.03888,0.0378,0.04060,-0.1103,0.04340
12-23-2023,0.4413,43807.43,,,,,,,,,,,,,,,,,,,
12-24-2023,0.4320,43524.41,,,,,,,,,,,,,,,,,,,
12-25-2023,0.4322,43530.31,,,,,,,,,,0.0126,0.03902,0.0358,0.01705,-0.0633,0.03881,0.0368,0.04056,-0.1107,0.04338
12-26-2023,0.3930,42337.53,0.0304,93.88,85.03,0.0336,108.33,100.77,0.0333,99.03,90.27,0.0083,0.03886,0.0431,0.01717,-0.0647,0.03875,0.0335,0.04043,-0.1101,0.04341
12-27-2023,0.4280,43402.92,0.0378,94.55,85.64,0.0378,108.77,101.18,0.0399,99.66,90.84,-0.0169,0.03789,-0.0073,0.01634,-0.0842,0.03794,0.0084,0.03945,-0.1304,0.04242
12-28-2023,0.3971,42463.03,0.0338,94.19,85.31,0.0351,108.49,100.92,0.0376,99.44,90.64,-0.0010,0.03850,0.0255,0.01688,-0.0714,0.03847,0.0197,0.03989,-0.1224,0.04281
12-29-2023,0.3792,41920.29,0.0326,94.08,85.21,0.0343,108.41,100.84,0.0356,99.25,90.47,0.0016,0.03860,0.0328,0.01700,-0.0755,0.03830,0.0271,0.04018,-0.1287,0.04250
12-30-2023,0.3917,42299.90,,,,,,,,,,,,,,,,,,,
12-31-2023,0.3981,42492.24,,,,,,,,,,,,,,,,,,,
01-01-2024,0.4356,43632.21,,,,,,,,,,,,,,,,,,,
01-02-2024,0.4848,45128.54,0.0266,93.53,84.72,0.0329,108.26,100.70,0.0307,98.78,90.04,0.0234,0.03944,0.0498,0.01728,-0.0529,0.03924,0.0440,0.04084,-0.1128,0.04328
01-03-2024,0.4129,42943.19,0.0279,93.65,84.82,0.0334,108.31,100.75,0.0312,98.83,90.09,0.0138,0.03907,0.0389,0.01710,-0.0606,0.03892,0.0371,0.04057,-0.1148,0.04318
01-04-2024,0.4639,44491.94,0.0223,93.14,84.36,0.0324,108.21,100.66,0.0271,98.43,89.72,0.0355,0.03991,0.0869,0.01789,-0.0410,0.03973,0.0570,0.04135,-0.1017,0.04382
01-05-2024,0.4468,43974.15,0.0204,92.97,84.21,0.0311,108.07,100.53,0.0247,98.20,89.51,0.0488,0.04042,0.1094,0.01826,-0.0326,0.04008,0.0736,0.04200,-0.0998,0.04391
01-06-2024,0.4452,43925.80,,,,,,,,,,,,,,,,,,,
01-07-2024,0.4561,44257.18,,,,,,,,,,,,,,,,,,,
01-08-2024,0.5487,47071.00,0.0251,93.40,84.60,0.0347,108.45,100.88,0.0285,98.57,89.85,0.0384,0.04002,0.0954,0.01803,-0.0451,0.03956,0.0670,0.04174,-0.1093,0.04345
01-09-2024,0.4944,45419.45,0.0235,93.25,84.46,0.0345,108.43,100.86,0.0283,98.55,89.83,0.0423,0.04017,0.0917,0.01797,-0.0401,0.03977,0.0695,0.04184,-0.1035,0.04373
01-10-2024,0.5117,45946.36,0.0229,93.20,84.42,0.0333,108.30,100.74,0.0263,98.36,89.66,0.0457,0.04030,0.1015,0.01813,-0.0391,0.03981,0.0736,0.04200,-0.1039,0.04371
01-11-2024,0.5188,46160.97,0.0301,93.85,85.01,0.0360,108.58,101.00,0.0322,98.92,90.17,0.0314,0.03975,0.0559,0.01738,-0.0608,0.03891,0.0685,0.04180,-0.1267,0.04260
01-12-2024,0.4286,43420.37,0.0315,93.98,85.12,0.0362,108.60,101.02,0.0341,99.10,90.33,0.0249,0.03950,0.0122,0.01666,-0.0751,0.03832,0.0731,0.04198,-0.1517,0.04138
01-13-2024,0.4133,42956.10,,,,,,,,,,,,,,,,,,,
01-14-2024,0.3992,42526.05,,,,,,,,,,,,,,,,,,,
01-15-2024,0.4044,42685.10,,,,,,,,,,,,,,,,,,,
01-16-2024,0.4289,43428.79,0.0224,93.15,84.37,0.0335,108.32,100.76,0.0263,98.36,89.66,0.0550,0.04066,0.0650,0.01753,-0.0480,0.03944,0.1005,0.04305,-0.1333,0.04228
01-17-2024,0.4028,42637.12,0.0191,92.85,84.10,0.0302,107.98,100.44,0.0235,98.09,89.41,0.0649,0.04104,0.0972,0.01806,-0.0287,0.04024,0.1022,0.04312,-0.1074,0.04354
01-18-2024,0.3541,41156.00,0.0177,92.72,83.98,0.0265,107.59,100.08,0.0226,98.00,89.33,0.0752,0.04144,0.0923,0.01798,-0.0227,0.04049,0.1176,0.04372,-0.1068,0.04357
01-19-2024,0.3686,41596.22,0.0173,92.69,83.95,0.0256,107.49,99.99,0.0228,98.02,89.35,0.0758,0.04146,0.0954,0.01803,-0.0171,0.04072,0.1130,0.04354,-0.0964,0.04408
01-20-2024,0.3761,41824.00,,,,,,,,,,,,,,,,,,,
01-21-2024,0.3740,41760.68,,,,,,,,,,,,,,,,,,,
01-22-2024,0.3097,39808.12,0.0181,92.76,84.02,0.0258,107.51,100.01,0.0247,98.20,89.51,0.0623,0.04094,0.1002,0.01811,-0.0309,0.04015,0.1033,0.04316,-0.1029,0.04376
01-23-2024,0.2893,39188.01,0.0150,92.48,83.76,0.0251,107.44,99.94,0.0222,97.96,89.30,0.0747,0.04142,0.1245,0.01851,-0.0222,0.04051,0.1194,0.04379,-0.1011,0.04385
01-24-2024,0.3087,39777.29,0.0138,92.37,83.67,0.0258,107.51,100.01,0.0199,97.74,89.09,0.0841,0.04178,0.1495,0.01892,-0.0140,0.04085,0.1281,0.04413,-0.1025,0.04378
01-25-2024,0.3129,39904.07,0.0192,92.86,84.11,0.0289,107.84,100.31,0.0245,98.18,89.50,0.0721,0.04132,0.1148,0.01835,-0.0304,0.04017,0.1184,0.04375,-0.1156,0.04314
01-26-2024,0.3816,41992.19,0.0176,92.71,83.97,0.0272,107.66,100.14,0.0233,98.07,89.40,0.0794,0.04160,0.1288,0.01858,-0.0198,0.04061,0.1222,0.04390,-0.1052,0.04365
01-27-2024,0.3872,42163.50,,,,,,,,,,,,,,,,,,,
01-28-2024,0.3814,41987.10,,,,,,,,,,,,,,,,,,,
01-29-2024,0.4209,43185.98,0.0231,93.21,84.43,0.0312,108.08,100.54,0.0274,98.46,89.75,0.0615,0.04091,0.0875,0.01790,-0.0362,0.03993,0.1081,0.04335,-0.1140,0.04322
01-30-2024,0.4327,43543.90,0.0241,93.31,84.52,0.0320,108.16,100.61,0.0294,98.65,89.92,0.0527,0.04057,0.0814,0.01780,-0.0352,0.03997,0.0936,0.04278,-0.1064,0.04359
01-31-2024,0.3971,42462.65,0.0295,93.80,84.96,0.0348,108.46,100.89,0.0341,99.10,90.33,0.0288,0.03965,0.0176,0.01675,-0.0635,0.03880,0.0775,0.04215,-0.1330,0.04229
02-01-2024,0.4174,43079.55,0.0344,93.95,85.37,0.0402,108.76,101.41,0.0400,99.37,90.85,0.0023,0.03863,0.0267,0.01690,-0.0830,0.03799,0.0488,0.04103,-0.1402,0.04194
