"Date","SPY Flow (D)","HYG Flow (D)","LQD Flow (D)","JAAA Flow (D)","BKLN Flow (D)","MCHI Flow (D)","SPY AUM","HYG AUM","LQD AUM","JAAA AUM","BKLN AUM","MCHI AUM"
04-24-2026,-3790.32,-545.81,-1380.46,50.62,4.11,-34.46,725411.37,16848.01,30589.49,27062.02,6712.74,6790.36
04-27-2026,1535.40,144.62,219.28,0.00,-2.06,0.00,727844.65,16991.19,30712.97,27067.36,6706.80,6712.55
04-28-2026,4397.39,184.77,262.32,0.00,20.55,0.00,728662.71,17159.47,30955.27,27078.05,6730.17,6661.19
04-29-2026,-782.68,-200.65,87.38,0.00,28.79,0.00,727589.30,16919.10,30894.46,27088.74,6759.39,6705.43
04-30-2026,3165.03,-80.07,543.53,-70.97,78.14,0.00,738258.36,16871.81,31465.23,26911.17,6836.74,6746.26
05-01-2026,467.06,-80.23,-892.17,186.81,24.67,0.00,740899.70,16736.65,30523.22,27119.45,6865.44,6746.13
05-04-2026,-3423.14,-231.90,-532.26,65.69,20.57,0.00,734524.76,16461.99,29899.60,27190.52,6888.86,6735.56
05-05-2026,2584.00,39.88,-454.83,0.00,20.58,0.00,743108.79,16524.34,29537.91,27195.90,6912.70,6730.60
05-06-2026,434.17,279.53,-304.18,15.16,37.07,0.00,754377.59,16843.62,29376.22,27221.83,6958.95,6882.21
05-07-2026,4148.03,-40.03,207.41,5.06,30.93,0.00,755649.00,16775.83,29461.74,27232.27,6991.75,6860.84
05-08-2026,767.95,-207.80,-184.82,10.12,51.56,0.00,762892.41,16581.25,29371.86,27253.16,7045.41,6857.92
05-11-2026,2581.74,31.99,196.32,-80.96,72.21,-70.22,766974.54,16598.33,29509.42,27177.57,7124.53,6812.95
05-12-2026,1995.54,143.85,-119.74,-40.49,4.13,0.00,767781.54,16698.90,29288.18,27137.08,7126.43,6764.78
05-13-2026,-3837.31,167.39,260.34,-20.24,18.58,0.00,768434.86,16882.83,29566.22,27122.20,7147.11,6939.60
05-14-2026,2078.39,151.59,-379.89,0.00,82.60,0.00,776420.62,17051.54,29191.16,27127.55,7233.80,6767.29
05-15-2026,-5048.82,-255.57,-1248.41,40.50,-12.40,0.00,761984.15,16721.81,27731.72,27173.42,7214.41,6596.25
05-18-2026,5578.47,-389.62,312.44,0.00,2.06,0.00,767043.76,16333.21,28020.30,27178.79,7179.41,6562.28
05-19-2026,-6054.64,-182.89,-10.76,-10.13,6.16,0.00,755962.24,16111.32,27876.93,27168.66,7179.96,6585.53
05-20-2026,2200.48,118.99,985.66,10.13,59.51,0.00,766350.28,16299.18,29076.30,27184.16,7240.27,6596.63
05-21-2026,-1964.75,-151.36,183.48,5.07,0.00,-56.87,765785.43,16158.63,29311.13,27194.59,7238.78,6437.86
05-22-2026,668.50,-63.77,-108.12,12.67,0.00,0.00,769341.53,16108.44,29258.75,27218.00,7240.41,6402.59
05-26-2026,1043.80,-183.50,292.48,0.00,-34.89,0.00,775130.17,15971.52,29675.48,27223.37,7212.23,6452.31
05-27-2026,1275.28,-96.02,-87.02,91.26,-55.46,0.00,776539.05,15879.18,29614.72,27314.63,7154.67,6385.04
05-28-2026,1050.41,200.09,43.55,48.16,0.00,0.00,782058.78,16089.72,29749.11,27368.19,7153.25,6327.37
05-29-2026,830.07,32.04,436.84,73.53,0.00,0.00,784628.32,16138.39,30220.05,27344.31,7154.36,6346.57
06-01-2026,-2117.59,-72.15,-164.00,40.42,-12.32,0.00,784620.19,15972.11,29932.84,27390.15,7144.73,6379.58
06-02-2026,1782.05,111.58,32.67,90.97,14.38,0.00,787437.69,16094.99,29974.73,27481.13,7153.87,6578.88
06-03-2026,4935.57,119.64,-435.68,275.44,0.00,0.00,786553.04,16180.87,29460.10,27756.57,7152.34,6453.77
06-04-2026,-75.37,222.86,-162.94,40.43,18.47,0.00,789794.60,16426.29,29346.66,27802.50,7169.95,6426.87
06-05-2026,8250.43,-135.49,-206.74,73.30,0.00,0.00,777088.82,16230.63,28979.56,27886.83,7163.73,6261.62
06-08-2026,-4680.23,-206.46,-64.93,10.11,10.25,0.00,774732.48,16037.35,28865.80,27896.94,7174.82,6241.72
06-09-2026,4139.86,39.74,162.05,0.00,-8.20,0.00,776896.31,16084.20,29113.41,27896.94,7161.38,6255.36
06-10-2026,1622.25,7.95,151.69,121.37,22.54,0.00,765953.87,16079.68,29218.21,28023.85,7174.52,6246.67
06-11-2026,-217.65,-47.67,367.80,40.46,6.14,0.00,779125.25,16078.24,29812.05,28064.31,7178.81,6250.57
06-12-2026,-1476.34,111.54,337.91,20.23,0.00,0.00,781588.07,16214.63,30121.09,28095.65,7186.31,6328.38
06-15-2026,-3041.83,159.59,805.84,73.37,0.00,0.00,791562.78,16418.61,30950.11,28169.02,7197.77,6334.56
06-16-2026,-12521.60,88.01,414.12,45.54,2.05,0.00,774646.23,16495.83,31405.44,28214.56,7200.60,6231.04
06-17-2026,-12750.98,87.96,512.88,98.67,24.62,0.00,752670.05,16554.85,31817.33,28318.83,7223.84,6128.16
06-18-2026,17375.88,-47.89,-206.68,101.22,0.00,0.00,776399.76,16513.17,31689.50,28436.89,7223.62,6092.62
06-22-2026,6686.45,15.97,87.24,15.19,-63.58,0.00,780226.53,16520.88,31674.41,28452.08,7125.66,6092.98
06-23-2026,3126.32,215.49,173.92,0.00,-8.16,0.00,772110.12,16722.93,31898.32,28452.08,7105.66,5960.14
06-24-2026,770.36,255.19,424.59,0.00,20.38,0.00,772123.19,16990.13,32491.78,28457.70,7122.67,5933.03
06-25-2026,4104.57,422.96,-372.09,0.00,16.29,0.00,776183.50,17409.49,32120.43,28452.08,7131.66,5840.44
06-26-2026,-1978.88,167.55,744.19,0.00,12.21,0.00,773853.64,17569.41,32873.18,28463.32,7136.56,5787.65
