"Date","SPY Flow (D)","HYG Flow (D)","LQD Flow (D)","JAAA Flow (D)","BKLN Flow (D)","MCHI Flow (D)","SPY AUM","HYG AUM","LQD AUM","JAAA AUM","BKLN AUM","MCHI AUM"
06-29-2023,2485.47,-678.90,518.32,12.44,4.18,0.00,417584.85,14505.42,36724.67,3158.49,3841.61,7595.27
06-30-2023,766.59,476.81,246.26,19.90,75.41,0.00,423496.37,15043.57,37237.29,3180.30,3925.01,7651.82
07-03-2023,1152.94,37.40,-269.60,14.93,0.00,0.00,425163.73,15015.47,36760.02,3181.11,3929.42,7785.23
07-05-2023,-5238.89,-700.13,53.62,0.00,21.01,0.00,419147.99,14278.42,36610.40,3181.75,3953.09,7721.53
07-06-2023,1506.72,-1136.63,-767.83,9.91,-4.21,0.00,417353.99,13036.96,35477.17,3191.66,3950.04,7546.05
07-07-2023,1670.77,14.74,-95.00,2.48,4.21,0.00,417892.12,13083.30,35358.50,3196.72,3958.55,7680.55
07-10-2023,1841.65,347.21,-284.81,0.00,0.00,-26.98,420744.18,13464.44,35180.96,3197.36,3962.04,7652.53
07-11-2023,-2373.53,533.24,169.29,9.92,14.75,0.00,421196.31,14044.25,35495.75,3207.29,3981.27,7727.71
07-12-2023,3473.71,1441.58,95.62,7.44,27.43,0.00,427823.17,15636.44,35963.25,3217.32,4017.08,7895.37
07-13-2023,-2206.69,210.09,85.88,24.82,29.60,0.00,429263.50,15921.95,36317.78,3246.06,4050.52,8056.37
07-14-2023,-6204.71,-429.71,292.01,0.00,33.86,0.00,422635.08,15451.69,36406.69,3248.02,4086.26,7957.85
07-17-2023,-808.50,180.46,75.29,22.38,0.00,0.00,423452.36,15604.52,36449.28,3273.69,4082.74,7902.11
07-18-2023,-157.81,217.67,32.24,0.00,21.15,0.00,426305.78,15858.76,36586.76,3274.35,4101.80,7755.15
07-19-2023,-726.57,-285.88,53.88,0.00,8.46,0.00,426586.27,15593.77,36841.79,3275.66,4109.79,7777.68
07-20-2023,3732.47,-670.46,-43.34,0.00,-44.40,0.00,427454.99,14860.89,36502.25,3281.58,4065.39,7749.61
07-21-2023,180.86,60.01,397.70,9.98,-4.23,0.00,427769.80,14947.69,36951.61,3294.86,4063.66,7746.18
07-24-2023,-3505.26,37.58,43.05,44.96,0.00,0.00,425981.75,15002.40,36971.36,3341.16,4032.82,7871.12
07-25-2023,726.60,346.09,-75.30,0.00,0.00,0.00,427914.36,15331.56,36907.11,3341.83,4034.78,8008.13
07-26-2023,1411.76,-405.84,-150.64,10.00,0.00,-47.05,429266.51,14931.40,36863.05,3357.86,4033.88,8044.53
07-27-2023,1753.07,150.37,21.58,0.00,10.50,0.00,428282.65,15065.74,36557.25,3359.88,4043.30,7970.96
07-28-2023,-927.53,52.57,32.09,5.01,0.00,0.00,431611.08,15146.01,36757.79,3366.90,4046.17,8354.89
07-31-2023,1804.98,158.01,-376.07,12.54,6.30,0.00,434062.84,15333.84,36474.16,3384.15,4053.57,8427.33
08-01-2023,-3203.48,-595.56,-430.88,2.51,0.00,0.00,429722.30,14604.08,35586.28,3369.13,4052.27,8263.14
08-02-2023,-22.82,-552.79,-563.68,9.99,-50.42,0.00,423763.52,13983.24,34802.17,3379.79,4000.83,8021.37
08-03-2023,-2948.33,7.43,200.80,5.00,-6.30,0.00,419764.13,13966.72,34675.12,3382.76,3994.15,8199.84
08-04-2023,-1436.81,341.38,-31.41,19.97,0.00,0.00,416142.42,14379.14,35028.64,3404.09,3997.10,8130.84
08-07-2023,-982.65,-164.08,-201.13,5.00,0.00,0.00,418910.57,14237.02,34720.16,3409.77,3999.16,8066.17
08-08-2023,608.43,-470.58,126.64,17.49,-31.54,0.00,417752.95,13764.48,34981.45,3427.94,3968.51,7929.66
08-09-2023,4039.16,246.46,-84.75,19.99,0.00,0.00,418861.84,14044.30,34959.75,3447.93,3972.92,7957.22
08-10-2023,178.27,-112.29,297.17,0.00,2.11,0.00,419196.48,13948.18,34984.65,3448.62,3977.88,8022.60
08-11-2023,-691.06,142.40,115.84,22.49,0.00,0.00,418115.77,14061.67,34961.70,3473.19,3981.59,7786.75
08-14-2023,-1158.11,-665.69,-786.72,0.00,0.00,-27.61,419376.57,13379.63,34151.56,3474.58,3980.59,7690.32
08-15-2023,-828.82,-231.58,-262.06,22.51,4.22,0.00,413783.22,13123.95,33770.56,3497.80,3985.51,7579.46
08-16-2023,-2413.87,693.48,-376.04,120.10,-10.54,0.00,408331.12,13805.15,33226.84,3619.34,3977.34,7447.25
08-17-2023,65.95,-156.45,-197.47,5.01,-42.20,0.00,405331.86,13570.10,32951.32,3625.07,3933.76,7523.13
08-18-2023,-2748.95,214.81,-207.37,20.03,-21.09,0.00,402546.01,13769.93,32799.84,3645.82,3914.22,7354.45
08-21-2023,-1396.17,-917.50,-124.64,0.00,0.00,0.00,403910.26,12849.08,32519.79,3646.55,3883.12,7309.01
08-22-2023,-395.37,1116.99,10.34,10.02,23.03,0.00,402400.18,13985.21,32617.02,3658.03,3907.59,7306.52
08-23-2023,-1160.94,392.59,207.29,0.00,20.94,-60.67,405667.48,14469.01,33277.76,3660.22,3931.95,7322.76
08-24-2023,841.56,-752.90,-220.66,30.08,6.29,0.00,401061.11,13673.94,32959.32,3690.30,3940.02,7353.10
08-25-2023,2053.85,460.75,-125.72,0.00,0.00,0.00,405862.92,14142.85,32857.70,3692.51,3943.12,7338.61
08-28-2023,-1407.90,52.05,-125.81,17.56,10.49,0.00,406986.28,14239.61,32837.73,3711.55,3956.22,7472.15
08-29-2023,-796.90,313.29,-52.59,10.04,33.60,0.00,412080.53,14620.72,33020.06,3723.07,3994.18,7644.00
08-30-2023,-359.31,119.90,21.19,40.17,39.94,0.00,413363.17,14777.93,33041.06,3763.99,4038.04,7601.87
08-31-2023,3021.26,-22.54,148.31,15.07,35.77,0.00,415816.43,14760.89,33237.46,3779.05,4076.64,7528.80
09-01-2023,-1711.21,30.06,-976.01,0.00,0.00,0.00,414866.30,14722.79,31904.56,3761.75,4081.60,7676.62
09-05-2023,-947.41,164.58,-440.64,5.00,54.81,0.00,412204.82,14831.81,31253.24,3766.75,4137.78,7617.73
09-06-2023,1752.19,-395.02,-354.32,15.00,21.09,-72.90,411088.39,14395.18,30829.18,3782.50,4159.56,7531.70
09-07-2023,2342.37,118.91,259.94,10.00,16.87,0.00,412160.79,14539.87,31207.41,3793.26,4179.22,7326.86
09-08-2023,2401.89,-215.90,135.68,5.00,16.89,0.00,415179.50,14338.46,31421.50,3802.06,4202.03,7298.62
09-11-2023,-1225.00,178.86,-198.80,20.02,2.11,-70.52,416728.43,14538.39,31170.74,3822.84,4207.76,7331.80
09-12-2023,-1704.08,-7.46,-104.46,0.00,35.96,-35.76,412682.38,14524.06,31077.53,3824.37,4247.44,7299.38
09-13-2023,-334.43,141.73,146.30,27.55,78.34,0.00,412860.71,14678.08,31244.71,3853.46,4329.14,7246.32
09-14-2023,-1517.98,-462.89,439.18,5.01,57.21,0.00,414913.87,14239.14,31644.26,3860.01,4390.64,7283.63
09-15-2023,1215.92,-306.62,-146.21,45.12,16.97,-26.78,409637.13,13905.82,31405.76,3907.46,4411.98,7210.27
09-18-2023,2571.23,59.71,208.26,10.03,61.57,0.00,412510.97,13953.17,31690.31,3918.28,4439.79,7202.53
09-19-2023,-1175.65,261.02,41.75,0.00,90.61,-97.45,410449.26,14184.93,31639.10,3919.06,4531.14,7079.14
09-20-2023,-2213.42,491.19,228.97,0.00,166.49,-44.13,404425.98,14691.99,31906.04,3920.62,4698.34,6969.49
09-21-2023,3574.21,-126.66,-333.44,10.04,280.34,0.00,401321.49,14468.58,31240.85,3930.66,4973.81,6841.21
09-22-2023,7160.82,-118.41,-309.32,0.00,21.06,0.00,407548.57,14370.06,31127.43,3932.23,4996.12,7037.25
09-25-2023,365.83,-148.22,-788.56,5.02,0.00,0.00,409560.81,14183.29,30074.01,3937.25,4994.55,6949.00
09-26-2023,2139.02,-569.11,-267.42,0.00,-58.96,-8.72,405658.69,13571.19,29741.07,3938.82,4930.38,6845.98
09-27-2023,-3448.86,-117.88,-1570.18,32.66,-98.86,0.00,402309.47,13432.75,28010.94,3971.47,4826.59,6877.92
09-28-2023,-2683.11,434.03,-122.45,12.56,-31.52,0.00,402033.55,13875.30,27912.43,3983.24,4792.67,6853.00
09-29-2023,3020.61,-110.41,990.67,72.83,-96.61,0.00,403967.58,13806.28,28896.48,4056.88,4698.81,6928.32
10-02-2023,-1175.09,-575.88,765.81,0.00,-147.10,0.00,402825.34,13068.97,29255.64,4035.08,4547.96,6888.76
10-03-2023,-2179.44,240.67,-261.84,19.99,-83.99,0.00,395169.38,13194.95,28647.37,4053.44,4453.51,6768.79
10-04-2023,-2255.02,-1012.22,-527.37,14.98,-6.28,-85.03,396099.43,12186.29,28334.89,4066.80,4444.33,6640.85
10-05-2023,-2400.78,-57.86,-381.01,29.96,0.00,-84.49,393255.04,12146.88,27943.87,4097.58,4444.17,6574.35
10-06-2023,466.88,108.65,340.78,17.48,-14.65,0.00,398435.37,12258.29,28143.98,4116.70,4432.86,6714.29
10-09-2023,-3801.24,0.00,0.00,19.98,0.00,0.00,397118.40,12261.94,28155.07,4137.52,4433.61,6699.10
10-10-2023,2355.61,565.27,169.61,0.00,54.48,0.00,401560.16,12943.57,28712.37,4135.03,4493.19,6805.68
10-11-2023,-347.58,-21.94,121.36,29.96,12.59,0.00,402952.19,12916.86,29028.74,4165.83,4511.69,6851.41
10-12-2023,-1047.27,0.00,50.91,0.00,2.10,0.00,399439.60,12858.65,28746.90,4166.66,4516.35,6784.07
10-13-2023,477.06,-101.88,-402.62,7.49,0.00,0.00,397913.83,12776.72,28538.75,4174.16,4520.03,6722.94
10-16-2023,647.27,-459.17,-91.21,0.00,23.14,0.00,402790.91,12292.67,28276.17,4174.99,4545.54,6734.58
10-17-2023,414.29,-450.97,261.91,32.48,37.88,0.00,403163.46,11797.12,28276.48,4208.32,4582.85,6694.13
10-18-2023,-152.62,-144.93,-738.60,5.00,10.52,0.00,397616.03,11607.67,27340.28,4215.84,4592.34,6591.00
10-19-2023,279.64,-548.62,69.37,20.00,2.10,0.00,394556.47,11033.69,27187.51,4236.69,4594.05,6481.87
10-20-2023,682.56,345.70,-127.78,40.02,42.07,-75.18,390280.75,11361.73,27140.34,4278.42,4633.86,6316.86
10-23-2023,779.31,373.93,-49.29,5.00,16.82,0.00,390401.37,11776.17,27304.81,4285.14,4615.59,6334.42
10-24-2023,-1955.51,-396.87,119.23,15.02,18.78,0.00,391271.64,11427.42,27587.39,4301.01,4635.14,6466.88
10-25-2023,1143.72,-355.07,-59.97,30.04,-10.43,0.00,386795.83,11036.56,27252.68,4329.32,4623.87,6392.47
10-26-2023,2045.92,-166.13,207.81,72.57,14.61,0.00,384250.75,10865.95,27678.49,4406.30,4633.62,6405.39
10-27-2023,-557.02,101.08,-109.72,27.55,8.34,0.00,381859.31,10976.90,27558.21,4436.51,4644.10,6443.23
10-30-2023,4681.20,-108.40,69.79,12.53,4.17,0.00,391210.94,10866.69,27532.43,4449.93,4646.50,6510.82
10-31-2023,41.56,166.18,457.05,5.01,0.00,0.00,393808.59,11061.73,27939.34,4456.72,4645.07,6417.43
11-01-2023,-3785.69,775.12,49.59,15.05,4.17,0.00,394115.86,11825.93,28211.31,4449.48,4645.26,6417.47
11-02-2023,-1733.06,1157.99,589.82,24.95,52.05,0.00,399797.00,13150.59,29134.08,4475.33,4710.31,6474.05
11-03-2023,2928.66,344.53,667.42,69.89,64.73,0.00,406518.99,13622.59,30028.96,4550.68,4788.77,6628.84
11-06-2023,1217.28,636.36,152.85,54.98,31.41,0.00,408462.39,14237.31,30026.06,4606.58,4829.07,6683.75
11-07-2023,108.88,302.92,81.10,10.00,58.74,0.00,409736.96,14522.30,30299.97,4617.50,4888.02,6655.96
11-08-2023,-2052.76,420.62,-244.85,5.00,54.54,0.00,408112.78,14948.47,30248.91,4625.27,4944.81,6632.86
11-09-2023,2688.89,7.38,143.75,22.51,-41.98,0.00,407563.33,14905.97,30043.85,4649.65,4904.80,6549.03
11-10-2023,1800.15,125.07,81.20,25.02,48.29,0.00,415807.49,15048.57,30245.29,4677.47,4954.90,6531.34
11-13-2023,-1277.74,44.20,-173.24,10.02,37.81,0.00,414208.75,15096.09,30118.70,4688.42,4995.34,6593.47
11-14-2023,-242.14,1001.99,10.21,2.50,65.15,0.00,421935.70,16281.11,30634.44,4691.87,5069.36,6690.99
11-15-2023,1750.06,-290.60,259.44,32.56,6.32,0.00,424438.26,15942.93,30676.62,4727.26,5078.89,6858.22
11-16-2023,3686.15,-185.73,51.52,15.04,2.11,17.88,428734.01,15750.67,30952.30,4744.19,5079.02,6650.77
11-17-2023,-4524.21,467.84,228.35,5.01,0.00,0.00,424758.84,16235.51,31292.49,4752.05,5078.84,6654.57
11-20-2023,-180.30,639.31,31.25,5.02,75.80,0.00,427751.76,16927.87,31450.69,4758.96,5117.34,6787.39
11-21-2023,817.42,-253.55,-94.13,50.20,2.09,0.00,427714.50,16671.68,31379.02,4809.16,5117.64,6704.30
11-22-2023,-249.27,126.75,345.40,52.71,,0.00,429216.64,16829.80,31809.98,4864.78,,6690.42
11-24-2023,-1456.23,44.82,146.93,65.30,0.00,0.00,428022.46,16874.26,31837.94,4933.02,5124.93,6716.35
11-27-2023,2276.76,-194.21,-460.06,0.00,2.09,0.00,429466.95,16716.75,31646.36,4934.00,5128.97,6651.77
11-28-2023,3113.13,67.38,-769.80,27.65,0.00,0.00,433003.51,16831.03,30964.77,4964.61,5128.39,6651.54
11-29-2023,2001.63,142.64,169.21,12.57,10.45,0.00,434668.63,17093.25,31421.19,4980.15,5141.59,6541.14
11-30-2023,-613.66,-30.24,-651.05,0.00,12.55,0.00,435819.95,17029.49,30623.23,4982.13,5155.81,6578.20
12-01-2023,2966.68,271.63,-520.48,57.90,16.74,0.00,441390.24,17301.01,30318.02,5015.01,5173.43,6519.74
12-04-2023,-1767.61,430.07,85.58,10.02,-2.09,0.00,437252.19,17734.63,30307.26,5025.03,5174.79,6408.57
12-05-2023,4246.80,90.56,-479.88,0.00,0.00,0.00,441266.40,17864.37,30041.32,5026.03,5177.38,6304.49
12-06-2023,2510.22,242.02,-225.55,10.02,8.38,0.00,442058.71,18134.53,29982.94,5037.06,5189.79,6314.81
12-07-2023,-3205.19,-151.50,-324.02,0.00,16.78,0.00,442408.82,17987.18,29580.27,5040.07,5209.63,6308.46
12-08-2023,595.82,60.61,32.32,80.24,2.10,0.00,444820.83,18006.66,29474.39,5124.40,5214.26,6256.09
12-11-2023,-1633.71,-90.71,-42.89,0.00,12.59,-40.68,444921.67,17900.92,29436.67,5124.40,5234.07,6239.60
12-12-2023,-2702.71,67.98,343.16,27.60,0.00,0.00,444262.77,17993.83,29901.32,5153.03,5240.36,6273.17
12-13-2023,4896.64,680.72,215.35,15.06,27.36,0.00,455277.66,18841.38,30652.63,5169.12,5273.75,6230.80
12-14-2023,2728.66,442.61,-21.92,0.00,0.00,0.00,459319.57,19440.46,30907.53,5179.41,5292.33,6301.96
12-15-2023,20924.65,15.39,-143.76,50.31,27.49,-41.24,478291.13,19414.68,30698.56,5232.84,5323.54,6273.00
12-18-2023,10173.09,-376.16,-132.42,40.27,19.04,0.00,490681.28,19026.36,30429.67,5275.21,5313.27,6228.25
12-19-2023,660.83,53.70,43.94,25.18,199.91,-147.71,494264.95,19144.18,30517.91,5302.49,5516.28,6133.97
12-20-2023,1234.56,369.49,363.05,0.00,115.80,0.00,488276.92,19562.27,30964.19,5303.55,5636.18,5862.20
12-21-2023,889.03,-902.87,408.15,0.00,50.57,0.00,494206.72,18676.56,31291.25,5305.65,5692.72,5978.86
12-22-2023,-5436.39,92.69,495.11,15.12,,-112.96,489578.04,18789.73,31758.72,5295.44,,5723.55
12-26-2023,1065.40,-38.66,0.00,0.00,,0.00,492721.80,18770.62,31797.66,5296.50,,5732.18
12-27-2023,737.05,278.66,-77.05,10.04,97.17,0.00,494203.61,19108.53,32034.81,5307.59,5865.74,5756.28
12-28-2023,3952.74,-15.53,-33.35,0.00,207.15,0.00,498395.47,19078.45,31910.46,5308.65,6078.62,5888.92
12-29-2023,-3478.18,-271.55,44.34,25.10,,-40.50,493539.33,18797.34,31862.37,5338.00,,5892.39
01-02-2024,-879.00,-612.62,-121.57,5.02,33.87,0.00,489882.71,18084.71,31526.32,5344.09,6122.36,5758.66
01-03-2024,-2669.38,-231.36,669.60,20.10,23.31,0.00,483327.57,17751.35,32151.16,5364.19,6144.04,5820.29
01-04-2024,-1242.03,191.70,909.84,0.00,25.42,0.00,480494.70,17927.02,32840.68,5367.39,6167.45,5764.43
01-05-2024,-2545.93,-497.97,577.11,72.91,-29.65,-71.86,478818.73,17435.26,33332.29,5442.46,6135.94,5651.52
01-08-2024,-1076.38,505.81,456.16,0.00,33.88,-15.85,484491.37,17995.50,33970.53,5444.62,6173.33,5569.55
01-09-2024,-1661.12,-130.68,873.56,10.06,76.27,-39.17,482184.19,17893.94,34894.57,5455.77,6250.39,5454.01
01-10-2024,-1113.83,184.79,1618.43,7.55,29.66,0.00,483801.22,18120.71,36523.02,5464.41,6282.54,5445.07
01-11-2024,-1858.97,-308.70,700.05,0.00,8.48,-77.13,481635.42,17816.65,37423.51,5466.58,6291.06,5424.44
01-12-2024,-1024.17,555.81,131.97,12.59,59.35,0.00,481008.35,18417.94,37633.10,5483.52,6350.52,5417.80
01-16-2024,-1120.36,-232.16,-352.64,27.72,8.48,0.00,478103.85,18107.83,36941.04,5512.33,6362.93,5275.75
01-17-2024,-1496.18,61.64,393.11,10.08,-2.12,-37.90,473940.71,18084.89,37243.82,5524.61,6357.44,5095.30
01-18-2024,-6470.78,-322.12,-1644.87,42.87,-8.48,0.00,471620.89,17796.54,35562.34,5569.68,6348.12,5123.18
01-19-2024,262.08,-69.16,293.81,55.49,-4.24,-22.24,477713.88,17737.35,35892.67,5628.52,6344.88,5098.86
01-22-2024,4124.54,807.29,-315.90,30.29,74.20,0.00,482893.52,18611.76,35666.81,5659.93,6380.44,4962.63
01-23-2024,72.52,-478.41,-611.56,186.81,109.57,-57.70,484385.50,18094.95,34925.63,5849.06,6488.69,5066.64
01-24-2024,1066.73,38.50,957.46,45.46,58.99,0.00,485850.13,18165.15,35828.68,5895.68,6548.13,5179.82
01-25-2024,2644.76,262.26,-423.69,37.89,-4.21,0.00,491089.03,18476.76,35583.85,5933.57,6550.02,5225.95
01-26-2024,-2634.41,-394.44,-327.56,60.62,56.94,0.00,488133.55,18096.45,35240.63,5997.76,6605.26,5194.48
01-29-2024,-1779.49,116.10,-512.95,0.00,-23.19,0.00,490033.88,18244.36,34890.34,5997.76,6583.83,5110.27
01-30-2024,1866.64,395.44,-54.82,27.80,23.20,0.00,491644.02,18623.79,34873.20,6026.75,6605.54,5004.17
01-31-2024,1841.12,588.77,32.93,0.00,-4.22,0.00,485555.14,19193.19,35071.62,6030.33,6599.70,4968.41
02-01-2024,-5023.99,-665.57,374.98,0.00,-56.91,0.00,486554.58,18496.14,35552.91,6000.53,6540.74,4998.64
02-02-2024,-8266.32,108.16,586.28,60.41,0.00,0.00,483414.14,18549.14,35725.20,6065.75,6539.77,4924.10
02-05-2024,-1038.18,-392.86,-1607.47,68.01,-16.86,-7.24,480845.04,18077.39,33812.59,6133.77,6524.61,4963.65
02-06-2024,1675.53,306.79,-86.70,10.08,4.21,-36.55,483646.50,18450.55,33950.61,6145.06,6531.78,5170.52
02-07-2024,-4346.80,-300.20,-316.38,30.23,-2.11,0.00,483251.82,18172.54,33521.61,6176.52,6534.16,5117.24
02-08-2024,4083.82,61.65,119.60,7.56,21.10,0.00,487673.39,18232.75,33509.78,6185.31,6556.31,5056.01
02-09-2024,-3638.12,53.94,-10.83,80.66,52.75,0.00,486854.44,18305.30,33419.34,6269.69,6611.69,5072.32
02-12-2024,8195.85,131.14,183.68,221.94,12.67,0.00,494586.35,18444.90,33612.94,6492.91,6629.74,5140.75
02-13-2024,-300.48,-578.81,616.06,25.23,-19.01,0.00,487592.60,17738.99,33849.12,6519.43,6609.72,5076.02
02-14-2024,-3556.97,-237.54,-598.53,0.00,-29.57,0.00,488756.01,17541.67,33396.96,6520.72,6582.53,5124.49
02-15-2024,997.68,-476.17,-354.26,10.09,21.13,0.00,492709.38,17102.69,33191.37,6532.11,6608.34,5145.37
02-16-2024,-1856.85,169.33,-1186.18,73.20,21.15,0.00,488571.75,17233.34,31893.24,6609.23,6634.19,5226.88
02-20-2024,2822.29,-268.79,376.10,5.05,6.35,0.00,488465.01,16988.16,32352.01,6616.90,6605.68,5197.44
02-21-2024,2805.47,353.76,-430.93,10.11,8.42,0.00,491911.32,17327.19,31839.18,6627.01,6616.93,5291.56
02-22-2024,-3256.60,-722.29,376.10,0.00,35.80,0.00,498981.45,16666.82,32293.77,6627.01,6658.40,5368.57
02-23-2024,-3401.57,485.89,-333.92,101.06,23.19,0.00,495758.40,17165.92,32054.28,6733.40,6688.14,5380.42
02-26-2024,2920.31,-524.86,-291.70,15.17,75.95,0.00,496811.59,16635.83,31658.10,6749.90,6770.49,5360.21
02-27-2024,227.69,-308.64,333.81,10.12,23.23,-39.76,497891.23,16321.70,31918.28,6761.35,6798.71,5378.33
02-28-2024,3497.24,-563.08,300.81,10.12,0.00,0.00,500604.71,15748.51,32240.87,6772.81,6801.35,5230.87
02-29-2024,-354.24,231.26,634.28,2.53,4.23,-31.28,502965.43,16000.41,32917.17,6776.68,6803.84,5219.48
03-01-2024,-5469.60,216.12,796.56,32.90,40.16,-54.94,501496.07,16158.14,33754.97,6778.63,6847.92,5227.94
03-04-2024,-51.29,430.68,-172.44,70.53,2.11,0.00,500863.99,16603.70,33564.87,6850.52,6856.82,5149.13
03-05-2024,1972.34,-69.28,624.76,20.16,0.00,-15.65,497734.04,16538.98,34352.20,6872.04,6861.09,5073.50
03-06-2024,1394.52,-107.80,378.81,15.12,57.19,-108.28,501724.03,16462.19,34863.22,6888.53,6922.56,5040.75
03-07-2024,-1299.83,-30.86,304.20,60.49,14.84,0.00,505636.49,16461.00,35216.46,6950.40,6942.74,5003.09
03-08-2024,-1648.14,448.23,-141.43,88.23,36.06,0.00,500737.04,16930.35,35124.71,7042.82,6980.87,5007.00
03-11-2024,1637.51,-309.51,-196.11,0.00,16.97,0.00,501812.51,16606.32,34919.37,7044.22,7003.51,5113.80
03-12-2024,-2530.19,193.28,206.95,25.23,63.71,0.00,504876.32,16806.00,35029.08,7070.85,7070.15,5237.18
03-13-2024,3282.17,-487.24,-152.06,27.76,19.12,0.00,507203.93,16330.96,34829.81,7100.01,7091.54,5252.24
03-14-2024,-3301.80,-472.13,-423.03,0.00,2.13,0.00,502582.16,15803.01,34134.15,7101.42,7094.30,5174.30
03-15-2024,8464.43,-408.77,-408.92,113.60,0.00,-32.24,506171.59,15379.82,33725.95,7219.31,7094.91,5132.61
03-18-2024,13658.52,-184.93,-172.18,15.16,4.25,0.00,523117.86,15219.32,33572.47,7235.90,7056.13,5158.47
03-19-2024,4538.90,254.68,32.30,55.58,-2.11,0.00,530636.75,15515.01,33667.66,7292.92,7056.82,5121.77
03-20-2024,-1959.91,-116.07,-334.41,0.00,10.57,0.00,533452.84,15404.53,33351.67,7294.36,7060.68,5174.44
03-21-2024,-546.45,890.21,205.07,0.00,101.35,0.00,534641.81,16314.40,33624.58,7295.81,7157.33,5135.82
03-22-2024,-9058.79,-62.00,-497.50,55.62,18.99,0.00,524870.30,16257.29,33273.86,7355.79,7175.76,5068.00
03-25-2024,3102.40,364.37,-315.03,15.18,12.66,-103.27,526358.11,16616.84,32867.20,7372.42,7192.05,4948.22
03-26-2024,2910.98,-178.26,-801.64,40.48,0.00,0.00,527786.78,16426.98,32056.95,7414.36,7191.95,4968.30
03-27-2024,3110.17,456.95,368.22,2.53,8.44,-23.85,535541.40,16903.46,32553.04,7419.83,7198.67,4929.40
03-28-2024,-4130.88,-217.11,21.75,32.91,122.40,-134.73,532012.76,16698.68,32623.62,7458.62,7324.70,4822.68
04-01-2024,104.70,-566.45,65.33,0.00,12.67,0.00,531045.98,16005.08,32246.04,7420.35,7347.81,4900.14
04-02-2024,-313.46,30.79,85.93,60.49,2.11,0.00,526904.14,15981.73,32284.39,7482.33,7347.82,4910.00
04-03-2024,3189.80,-176.47,-53.63,52.94,16.91,0.00,530695.71,15822.63,32271.66,7536.76,7365.32,4902.17
04-04-2024,-1453.92,361.00,-161.09,10.09,2.11,0.00,522782.01,16207.63,32173.51,7549.84,7369.60,4878.16
04-05-2024,-564.21,-130.77,-204.45,116.03,-21.15,0.00,528008.04,16055.94,31754.64,7670.44,7348.00,4855.73
04-08-2024,-1089.07,-122.92,-566.47,45.43,21.15,0.00,526730.04,15938.90,31201.07,7717.40,7373.40,4861.25
04-09-2024,466.58,361.20,-470.48,10.10,57.13,0.00,528032.91,16333.35,30897.51,7729.03,7433.53,4895.84
04-10-2024,-7840.54,-1178.22,-376.27,0.00,10.58,0.00,515285.29,15048.65,30098.48,7730.56,7440.64,4883.38
04-11-2024,-385.76,-497.03,-1038.98,47.98,-42.31,0.00,518741.35,14533.71,29003.92,7780.08,7397.28,4917.82
04-12-2024,-1528.63,-15.27,-793.61,27.79,-33.85,0.00,509751.56,14494.82,28247.36,7812.50,7362.46,4776.62
04-15-2024,4392.07,-236.37,603.94,35.38,0.00,-63.16,507974.73,14205.08,28595.53,7850.99,7367.28,4723.58
04-16-2024,-4515.97,37.98,-21.00,22.76,-74.07,-7.91,502424.21,14188.84,28424.84,7875.31,7286.96,4667.59
04-17-2024,-1183.32,287.56,-240.27,37.94,-160.71,-31.33,498343.93,14498.09,28378.48,7914.81,7125.04,4647.06
04-18-2024,1576.99,-53.05,-294.51,20.24,-112.06,0.00,498848.17,14433.68,27991.05,7936.61,7013.12,4684.82
04-19-2024,5520.10,-60.58,167.74,177.10,0.00,0.00,499975.93,14400.64,28202.57,8118.52,7014.88,4672.63
04-22-2024,-1634.18,-37.94,-84.00,5.06,0.00,0.00,502686.20,14415.35,28164.69,8126.79,6972.28,4767.75
04-23-2024,-3621.54,99.00,462.75,65.84,42.04,0.00,505038.59,14577.96,28704.44,8194.25,7020.43,4834.24
04-24-2024,75.83,-382.42,-221.45,75.99,37.87,0.00,505222.42,14175.65,28372.74,8271.88,7061.84,4905.15
04-25-2024,505.61,236.77,-178.58,0.00,6.31,0.00,503424.58,14361.01,28083.93,8273.51,7065.77,4924.21
04-26-2024,-3045.01,-121.77,-41.85,60.82,58.92,0.00,505487.44,14298.29,28154.95,8339.26,7127.39,5019.46
04-29-2024,-1093.16,298.04,-231.12,35.50,61.04,0.00,506020.77,14640.95,28056.28,8376.41,7195.18,5053.53
04-30-2024,2244.37,-229.96,-42.22,10.14,2.11,0.00,500291.77,14365.17,27857.90,8388.21,7199.46,4973.13
05-01-2024,-426.77,-450.82,-10.50,20.29,18.97,0.00,498152.70,13875.04,27865.94,8365.40,7221.31,4990.09
05-02-2024,-1426.04,198.11,210.07,65.61,48.49,0.00,501262.83,14119.02,28215.23,8432.68,7274.27,5244.61
05-03-2024,-2070.22,466.30,316.67,323.07,149.79,0.00,505473.89,14663.71,28716.81,8760.96,7432.48,5280.04
05-06-2024,-460.16,222.88,212.48,189.41,133.06,0.00,510234.01,14912.52,29015.25,8952.14,7575.72,5285.29
05-07-2024,413.26,115.48,-42.62,118.72,152.28,0.00,511357.86,15023.04,29024.40,9074.46,7735.39,5235.35
05-08-2024,-103.46,-76.96,-352.26,73.28,46.57,0.00,511250.36,14909.98,28574.50,9149.55,7784.43,5194.52
05-09-2024,439.69,199.62,-74.47,25.27,23.29,0.00,514391.68,15121.34,28559.51,9180.27,7810.26,5299.35
