observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-06-29-raw2wtm-01,2026-06-28T19:36:01-05:00,Front,Back,1719.50,1375.60,1719.50,2063.40
