observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-06-29-raw2wtm-01,2026-06-29T00:41:49-05:00,Jul,Back,59750.00,47800.00,59750.00,71700.00
