observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-06-28-raw2wtm-01,2026-06-28T12:58:22-05:00,Sep,Dec,885.00,708.00,885.00,1062.00
