observation_id,timestamp,near_month,far_month,basis_spread,ref_low,ref_mid,ref_high
exec-2026-06-28-raw2wtm-01,2026-06-28T12:50:45-05:00,Front,Back,63025.00,50420.00,63025.00,75630.00
